Document_No,Dominant_Topic,Topic_Perc_Contrib,Keywords,Text
18480,5.0,0.5210999846458435,"不错, 环境, 服务, 早餐, 位置, 交通, 设施, 房间, 性价比, 高","['不错', '品牌', '服务']"
18481,2.0,0.4650999903678894,"房间, 位置, 旧, 地理位置, 住, 设施, 机场, 早餐, 出行, 出差","['位置', '免费', '机场', '接送', '服务', '餐厅', '出品', '不错']"
18482,1.0,0.5145999789237976,"服务, 干净, 卫生, 房间, 特别, 热情, 温泉, 整洁, 喜欢, 入住","['干净', '安静', '早', '好吃']"
18483,0.0,0.1429000049829483,"服务, 房间, 升级, 入住, 免费, 早餐, 热情, 推荐, 满意, 不错",[]
18484,2.0,0.4431000053882599,"房间, 位置, 旧, 地理位置, 住, 设施, 机场, 早餐, 出行, 出差","['服务', '热情', '入住', '赠送', '口罩', '暖', '心', '疫情', '原因', '早餐', '打包', '简餐', '面包', '水果', '牛奶', '种类', '吃', '公寓', '房间', '卫生', '干净', '够', '设备齐全', '楼下', '停车场', '住客', '免费', '停放', '车', '星期', '特别', '靠近', '机场', '位置', '优越', '坐飞机', '特别', '合适', '免费', '专车', '服务', '不用', '担忧', '车', '推荐']"
18485,3.0,0.25119999051094055,"住, 舒服, 房间, 感觉, 入住, 性价比, 下次, 太, 床, 高","['听', '朋友', '介绍', '这家', '体验', '感', '不错', '升级', '房间', '服务质量', '高', '礼貌', '还给', '送', '泡面', '口罩', '房间', '公寓', '那种', '套间', '干净', '宽敞', '舒服', '楼下', '小店', '第二天', '早', '班机', '司机', '提前', '门口', '价位', '性价比', '高', '下次', '选择']"
18486,2.0,0.44620001316070557,"房间, 位置, 旧, 地理位置, 住, 设施, 机场, 早餐, 出行, 出差","['入住', '广州', '转机', '住', '公寓', '美宿', '工作人员', '提前', '提供', '接机', '服务', '疫情', '期间', '入住', '送暖', '心包', '饮料', '消毒片', '小吃', '公寓', '一栋', '包', '接送', '小区', '门禁', '强大', '房间', '设备齐全', '叫外卖', '园区', '散步', '退房', '服务', '人员', '送', '机场', '服务', '太好了', '良心', '推荐']"
18487,6.0,0.43790000677108765,"房间, 差, 服务态度, 入住, 疫情, 空调, 太, 期间, 点, 体验","['疫情', '期间', '入住', '服务', '机场', '不远', '提前', '打电话', '车', '安排', '接送', '入住', '送暖', '心包', '贴心', '喜欢']"
18488,2.0,0.39590001106262207,"房间, 位置, 旧, 地理位置, 住, 设施, 机场, 早餐, 出行, 出差","['不错', '疫情', '期间', '来住', '司机', '接送', '房间', '服务员', '热情', '很快', '送到', '房间', '送', '暖', '心包', '口罩', '消毒', '纸巾', '类', '东西', '符合', '时期']"
18489,0.0,0.39169999957084656,"服务, 房间, 升级, 入住, 免费, 早餐, 热情, 推荐, 满意, 不错","['广州白云机场', '不远', '热情', '升级', '房间', '房间', '还给', '发短信', '咨询', '入住', '提供', '专车接送', '住', '舒服', '卫生设施', '全', '性价比', '高']"
18490,2.0,0.3312999904155731,"房间, 位置, 旧, 地理位置, 住, 设施, 机场, 早餐, 出行, 出差","['服务', '机场', '吵', '夜里', '机场', '停飞', '忍']"
18491,2.0,0.7142000198364258,"房间, 位置, 旧, 地理位置, 住, 设施, 机场, 早餐, 出行, 出差","['机场', '送机']"
18492,4.0,0.4187999963760376,"房, 旅游, 服務, 时, 房间, 好评, 游玩, 套房, 选择, 订","['偏', '导航', '导航', '田地', '里边', '住', '隔离', '只能', '住', '公寓', '房', '公寓', '房离', '一段距离', '感觉', '上当']"
18493,3.0,0.7138000130653381,"住, 舒服, 房间, 感觉, 入住, 性价比, 下次, 太, 床, 高","['感觉', '还行']"
18494,1.0,0.448199987411499,"服务, 干净, 卫生, 房间, 特别, 热情, 温泉, 整洁, 喜欢, 入住","['疫情', '期间', '机场', '挑选', '主动', '咨询', '接机', '惊喜', '店', '帮', '升级', '房间', '赠送', '口罩', '酒精', '服务', '到位', '点', '赞', '房间', '很大', '新', '卫生', '干净', '住', '舒服', '位置', '机场', '适合', '赶早', '机', '下次', '选择', '这家']"
18495,2.0,0.4034000039100647,"房间, 位置, 旧, 地理位置, 住, 设施, 机场, 早餐, 出行, 出差","['服务', '热情', '客服', '漂亮', '温柔', '笑容', '灿烂', '公寓', '房间', '卫生', '干净', '够', '设备齐全', '楼下', '停车场', '住客', '免费', '停放', '车', '星期', '特别', '靠近', '机场', '位置', '优越', '坐飞机', '特别', '合适', '免费', '专车', '服务', '不用', '担忧', '车', '推荐']"
18496,2.0,0.6171000003814697,"房间, 位置, 旧, 地理位置, 住, 设施, 机场, 早餐, 出行, 出差","['房间', '不错', '帮忙', '升级', '房间', '房间', '业', '干净', '服务员', '阿姨', '热情', '房间', '东西', '业', '很快', '送过来', '飞机', '安排', '送机', '司机', '提前', '门口', '真的', '带上', '早餐', '简餐', '选对', '有种', '重视', '感觉', '很棒', '飞机', '选']"
18497,1.0,0.545199990272522,"服务, 干净, 卫生, 房间, 特别, 热情, 温泉, 整洁, 喜欢, 入住","['机场', '机场', '打电话', '接', '挺快', '接', '接', '入住', '手续', '很快', '工作人员', '热情', '帮', '升级', '房间', '送', '礼物', '房间', '房间', '业', '干净', '喜欢', '有加', '经理', '微信', '发微信', '电话', '不用', '很快', '帮', '解决', '打电话', '喜欢', '微信', '沟通', '总体']"
18498,2.0,0.2587999999523163,"房间, 位置, 旧, 地理位置, 住, 设施, 机场, 早餐, 出行, 出差","['环境', '清雅', '幽静', '两个', '室内', '感觉', '办', '入住', '工作人员', '刘', '贴心', '帮', '行李', '搬', '房间', '入住', '过程', '一种', '宾至如归', '感觉', '早上', '负责', '机场', '几点', '巴士', '第二天', '一早', '机场', '入住', '不二', '选', '楼下', '餐厅', '吃', '还算', '下次', '机会', '住']"
18499,2.0,0.3492000102996826,"房间, 位置, 旧, 地理位置, 住, 设施, 机场, 早餐, 出行, 出差","['白云机场', '旁边', '疫情', '期间', '提前', '安排', '专车接送', '住', '公寓', '房间', '小哥', '开', '电瓶车', '送', '帮', '搬', '行李', '房间', '卫生', '干净', '空间', '宽敞', '送', '口罩', '消毒', '纸巾', '暖', '心包', '贴心', '飞机', '朋友', '推荐', '入住']"
18500,6.0,0.7856000065803528,"房间, 差, 服务态度, 入住, 疫情, 空调, 太, 期间, 点, 体验","['想象', '中', '失望']"
18501,2.0,0.5867000222206116,"房间, 位置, 旧, 地理位置, 住, 设施, 机场, 早餐, 出行, 出差","['住', '公寓', '开车', '分钟', '公寓', '外面', '环境', '主楼', '用于', '境外', '回国', '人员', '隔离', '办理', '入住', '手续', '主楼', '氛围', '紧张']"
18502,2.0,0.3977999985218048,"房间, 位置, 旧, 地理位置, 住, 设施, 机场, 早餐, 出行, 出差","['位于', '白云机场', '转机', '首选', '性价比', '高', '这家', '入住', '体验', '总体', '算是', '满意', '房价', '订', '公寓', '房间', '电视', '电影', '园区', '安静', '价格', '服务', '算', '下着雨', '接送', '入住', '还给', '送', '暖', '心包', '真的', '捡', '便宜', '反正', '下次', '广州', '住']"
18503,2.0,0.3052000105381012,"房间, 位置, 旧, 地理位置, 住, 设施, 机场, 早餐, 出行, 出差","['入住', '提前', '接送', '机', '服务', '公寓', '类型', '住宿', '特色', '房间', '很大', '一房一厅', '设施', '设备齐全', '楼下', '餐厅', '开发票', '入住', '退房', '效率', '高', '推荐']"
18504,1.0,0.32600000500679016,"服务, 干净, 卫生, 房间, 特别, 热情, 温泉, 整洁, 喜欢, 入住","['首次', '入住', '疫情', '期间', '安排', '公寓', '提前', '致电', '问', '需不需要', '接机', '服务', '服务', '不错', '办理', '入住', '时', '小妹', '热情', '送暖', '心包', '问', '晚餐', '赠送', '泡面', '办理', '入住', '送', '公寓', '公寓', '环境优美', '房间', '卫生', '干净', '第二天', '送机', '司机', '提前', '打电话', '公寓', '门口', '不错', '下次', '选择', '入住']"
18505,1.0,0.3122999966144562,"服务, 干净, 卫生, 房间, 特别, 热情, 温泉, 整洁, 喜欢, 入住","['朋友', '订', '不错', '入住', '接机', '服务', '司机', '提前', '候机楼', '房间', '提前准备', '小吃', '水果', '酸奶', '房间', '一栋', '朋友', '不错', '服务', '服务员', '热情', '很好', '很好']"
18506,2.0,0.5562999844551086,"房间, 位置, 旧, 地理位置, 住, 设施, 机场, 早餐, 出行, 出差","['体验', '服务态度', '班车', '往返', '机场']"
18507,6.0,0.461899995803833,"房间, 差, 服务态度, 入住, 疫情, 空调, 太, 期间, 点, 体验","['首选', '机场', '高端', '大气', '上档次', '关键', '性价比', '高', '提前', '专车接送', '服务', '热情', '房间', '干净', '舒适', '强烈推荐', '来住']"
18508,5.0,0.49160000681877136,"不错, 环境, 服务, 早餐, 位置, 交通, 设施, 房间, 性价比, 高","['设施', '不错', '环境', '优雅', '机场']"
18509,0.0,0.4717999994754791,"服务, 房间, 升级, 入住, 免费, 早餐, 热情, 推荐, 满意, 不错","['小姐姐', '服务', '特别', '贴心', '订', '双床', '房', '免费', '给升', '套房', '送来', '车', '接车', '送还', '满意']"
18510,2.0,0.42660000920295715,"房间, 位置, 旧, 地理位置, 住, 设施, 机场, 早餐, 出行, 出差","['下次', '选择', '接送', '机', '服务', '房间', '很大', '赠送', '早餐', '服务']"
18511,0.0,0.1429000049829483,"服务, 房间, 升级, 入住, 免费, 早餐, 热情, 推荐, 满意, 不错",[]
18512,6.0,0.40959998965263367,"房间, 差, 服务态度, 入住, 疫情, 空调, 太, 期间, 点, 体验","['早餐', '中西餐', '咖啡', '牛奶', '果汁', '面包', '环境', '摆渡', '车']"
18513,2.0,0.4706999957561493,"房间, 位置, 旧, 地理位置, 住, 设施, 机场, 早餐, 出行, 出差","['飞机', '航道', '吵', '早餐', '两片', '面包', '房间', '里', '记录', '纸']"
18514,1.0,0.5164999961853027,"服务, 干净, 卫生, 房间, 特别, 热情, 温泉, 整洁, 喜欢, 入住","['每次', '白云机场', '中转', '住', '服务', '周到', '干净', '卫生', '服务员', '提醒', '周到', '早上', '机场', '航班', '叫醒', '入住']"
18515,2.0,0.4259999990463257,"房间, 位置, 旧, 地理位置, 住, 设施, 机场, 早餐, 出行, 出差","['飞机', '晚点', '临时', '旅馆', '转机', '安排', '接送', '工作人员', '热情', '安排', '周到', '飞机', '声音', '估计', '机场', '噪音']"
18516,0.0,0.5715000033378601,"服务, 房间, 升级, 入住, 免费, 早餐, 热情, 推荐, 满意, 不错","['帮', '朋友', '预订', '房间', '朋友', '入住', '感觉', '不错', '房间', '干净', '很大', '免费', '升级', '房间', '房间', '很大', '早', '班机', '安排', '送机', '不错']"
18517,2.0,0.3804999887943268,"房间, 位置, 旧, 地理位置, 住, 设施, 机场, 早餐, 出行, 出差","['房间', '不符', '说好', '升级', '房', '一间', '房子', '公寓', '房', '算不上', '星', '星', '水平', '还好']"
18518,2.0,0.4327999949455261,"房间, 位置, 旧, 地理位置, 住, 设施, 机场, 早餐, 出行, 出差","['体验', '不错', '接送', '机', '服务', '赶早', '班机', '选择', '机场', '住', '一晚', '工作人员', '提前', '办理', '入住', '时', '升级', '房间', '赠送', '小吃', '包和', '消毒', '用品', '服务', '热情', '退房', '开发票', '司机', '友好', '提前', '等候', '性价比', '超高', '推荐']"
18519,0.0,0.1429000049829483,"服务, 房间, 升级, 入住, 免费, 早餐, 热情, 推荐, 满意, 不错",[]
18520,3.0,0.5562000274658203,"住, 舒服, 房间, 感觉, 入住, 性价比, 下次, 太, 床, 高","['广交会', '住', '性价比', '不错']"
18521,0.0,0.5092999935150146,"服务, 房间, 升级, 入住, 免费, 早餐, 热情, 推荐, 满意, 不错","['服务', '到位', '最佳', '选择']"
18522,0.0,0.1429000049829483,"服务, 房间, 升级, 入住, 免费, 早餐, 热情, 推荐, 满意, 不错",[]
18523,1.0,0.5839999914169312,"服务, 干净, 卫生, 房间, 特别, 热情, 温泉, 整洁, 喜欢, 入住","['干净', '整洁', '客服', '态度']"
18524,0.0,0.8770999908447266,"服务, 房间, 升级, 入住, 免费, 早餐, 热情, 推荐, 满意, 不错","['服务', '不错', '热情', '体验', '下次', '入住']"
18525,0.0,0.1429000049829483,"服务, 房间, 升级, 入住, 免费, 早餐, 热情, 推荐, 满意, 不错",[]
18526,0.0,0.8281999826431274,"服务, 房间, 升级, 入住, 免费, 早餐, 热情, 推荐, 满意, 不错","['第一次', '入住', '房间', '满意']"
18527,1.0,0.24789999425411224,"服务, 干净, 卫生, 房间, 特别, 热情, 温泉, 整洁, 喜欢, 入住","['公寓', '设施', '齐全', '房间', '干净', '很大', '园区', '管理', '距离', '商圈', '工作人员', '热情', '效率', '高', '还给', '送', '暖', '心包', '第二天', '免费送', '机', '服务', '性价比', '高']"
18528,0.0,0.1429000049829483,"服务, 房间, 升级, 入住, 免费, 早餐, 热情, 推荐, 满意, 不错",[]
18529,0.0,0.1429000049829483,"服务, 房间, 升级, 入住, 免费, 早餐, 热情, 推荐, 满意, 不错",[]
18530,2.0,0.29319998621940613,"房间, 位置, 旧, 地理位置, 住, 设施, 机场, 早餐, 出行, 出差","['公寓', '房型', '不错', '服务', '接待', '人员', '热情', '送', '水果', '饮料', '帮', '安排', '一间', '套间', '价位', '性价比', '高', '房间', '舒适', '有种', '居家', '风格', '感觉', '设施', '配套', '齐全', '宽敞', '楼下', '小吃店', '免费', '接送', '机', '服务', '不错', '选择']"
18531,2.0,0.5234000086784363,"房间, 位置, 旧, 地理位置, 住, 设施, 机场, 早餐, 出行, 出差","['出差', '预订', '服务', '临近', '机场', '安排', '送机', '房间', '很大', '干净', '免费', '升级', '套房', '不错', '入住']"
18532,2.0,0.4074999988079071,"房间, 位置, 旧, 地理位置, 住, 设施, 机场, 早餐, 出行, 出差","['朋友', '玩', '连续', '住', '三天', '服务态度', '环境', '空间', '很大', '专车', '机场', '接送', '大巴']"
18533,6.0,0.39809998869895935,"房间, 差, 服务态度, 入住, 疫情, 空调, 太, 期间, 点, 体验","['广州', '转机', '不错', '体验', '升级', '房间', '房间', '干净', '服务员', '态度', '下次', '来住']"
18534,0.0,0.5418999791145325,"服务, 房间, 升级, 入住, 免费, 早餐, 热情, 推荐, 满意, 不错","['不错', '住', '介绍', '朋友', '来住', '服务员', '热情', '房间', '设施', '一应俱全', '提供', '免费', '接送', '机', '服务', '开发票', '饭店', '下次', '选择']"
18535,4.0,0.48969998955726624,"房, 旅游, 服務, 时, 房间, 好评, 游玩, 套房, 选择, 订","['帮', '同事', '订', '间房', '住', '回来', '记得', '好评', '员工', '服务态度', '解决问题', '下次', '话', '选择', '空港']"
18536,1.0,0.6193000078201294,"服务, 干净, 卫生, 房间, 特别, 热情, 温泉, 整洁, 喜欢, 入住","['服务态度', '司机', '热情', '接机', '送机', '环境', '干净', '整洁']"
18537,5.0,0.42250001430511475,"不错, 环境, 服务, 早餐, 位置, 交通, 设施, 房间, 性价比, 高","['不错', '干净', '卫生', '便利', '出行']"
18538,2.0,0.39890000224113464,"房间, 位置, 旧, 地理位置, 住, 设施, 机场, 早餐, 出行, 出差","['公寓', '房间', '干净', '整洁', '舒适', '房间', '一房一厅', '园区', '特别', '安静', '舒服', '工作人员', '热情', '贴心', '有求必应', '态度', '协助', '解决问题', '公寓', '地理位置', '位于', '机场', '真的', '包', '接送', '点', '外卖', '选择', '距离', '商圈', '价位', '性价比', '超高', '良心', '推荐']"
18539,5.0,0.3785000145435333,"不错, 环境, 服务, 早餐, 位置, 交通, 设施, 房间, 性价比, 高","['服务周到', '机场', '接送', '房间', '宽敞', '卫生', '不错']"
18540,1.0,0.29269999265670776,"服务, 干净, 卫生, 房间, 特别, 热情, 温泉, 整洁, 喜欢, 入住","['总台', '小美女', '服务', '帮忙', '代订', '出租车', '协调', '份', '外', '事', '真的', '感谢']"
18541,2.0,0.785099983215332,"房间, 位置, 旧, 地理位置, 住, 设施, 机场, 早餐, 出行, 出差","['住', '公寓', '早餐']"
18542,2.0,0.35420000553131104,"房间, 位置, 旧, 地理位置, 住, 设施, 机场, 早餐, 出行, 出差","['入住', '公寓', '房间', '公寓', '环境优美', '早晨', '呼吸', '新鲜空气', '不错', '房间', '卫生', '干净', '升级', '房间', '很大', '接待员', '热情', '送', '公寓', '第二天', '转机', '机场', '司机', '提前', '公寓楼', '下次', '游玩', '选择']"
18543,1.0,0.428600013256073,"服务, 干净, 卫生, 房间, 特别, 热情, 温泉, 整洁, 喜欢, 入住","['哥哥', '热心', '感到', '温暖']"
18544,1.0,0.49380001425743103,"服务, 干净, 卫生, 房间, 特别, 热情, 温泉, 整洁, 喜欢, 入住","['接机', '服务', '房间', '很大', '干净', '服务', '周到', '赠送', '早餐', '推荐', '朋友', '入住']"
18545,0.0,0.1429000049829483,"服务, 房间, 升级, 入住, 免费, 早餐, 热情, 推荐, 满意, 不错",[]
18546,2.0,0.4472000002861023,"房间, 位置, 旧, 地理位置, 住, 设施, 机场, 早餐, 出行, 出差","['房间', '很大', '设施', '齐全', '送餐', '接送', '机', '服务']"
18547,1.0,0.4975000023841858,"服务, 干净, 卫生, 房间, 特别, 热情, 温泉, 整洁, 喜欢, 入住","['免费', '停车', '天', '疫情', '入住', '卫生', '控得', '干净', '整洁', '舒适', '入住', '赠送', '口罩', '泡面', '价位', '算是', '服务', '主动', '热情', '推荐']"
18548,1.0,0.5738999843597412,"服务, 干净, 卫生, 房间, 特别, 热情, 温泉, 整洁, 喜欢, 入住","['房间', '卫生', '干净', '机场', '车', '接送', '服务员', '热情', '不错', '机会', '住']"
18549,2.0,0.5286999940872192,"房间, 位置, 旧, 地理位置, 住, 设施, 机场, 早餐, 出行, 出差","['干净', '整洁', '免费', '帮', '升级', '房型', '临近', '机场', '贴心', '一次性', '防噪', '耳塞', '接送', '机', '服务', '巴士', '类型', '放心', '乘坐', '机场', '客服', '接机', '早晨', '点', '送机', '准时', '早早', '楼下', '等候']"
18550,0.0,0.302700012922287,"服务, 房间, 升级, 入住, 免费, 早餐, 热情, 推荐, 满意, 不错","['好找', '导航', '住', '公寓', '吃', '环境', '房间', '很大', '干净', '卫生', '工作人员', '服务', '热情', '体贴', '放置', '耳塞', '供', '住客', '早餐', '性价比', '不错', '提前', '打包', '食用', '值得', '推荐', '融创', '商圈', '适合', '休闲游']"
18551,1.0,0.4925999939441681,"服务, 干净, 卫生, 房间, 特别, 热情, 温泉, 整洁, 喜欢, 入住","['房间', '很大', '舒服', '干净', '整洁', '免费', '接送', '机', '服务', '服务', '人员', '热情周到', '地理位置', '不错', '下次']"
18552,2.0,0.5554999709129333,"房间, 位置, 旧, 地理位置, 住, 设施, 机场, 早餐, 出行, 出差","['商务', '出差', '住', '舒服']"
18553,2.0,0.7131999731063843,"房间, 位置, 旧, 地理位置, 住, 设施, 机场, 早餐, 出行, 出差","['疫情', '住', '广州', '转机', '不错', '公寓', '装修', '房间', '很大', '园区', '服务质量', '高', '满意']"
18554,6.0,0.4893999993801117,"房间, 差, 服务态度, 入住, 疫情, 空调, 太, 期间, 点, 体验","['建议', '太', '差']"
18555,2.0,0.49950000643730164,"房间, 位置, 旧, 地理位置, 住, 设施, 机场, 早餐, 出行, 出差","['入住', '服务', '效率高', '点', '赞', '位置', '距离', '机场', '免费', '接送', '机', '下次', '住']"
18556,2.0,0.414900004863739,"房间, 位置, 旧, 地理位置, 住, 设施, 机场, 早餐, 出行, 出差","['订', '公寓', '服务', '人员', '体贴', '大热天', '跑来跑去', '接送', '房间', '安静', '设施', '设备齐全', '免费', '专车', '送', '机场', '房价', '实惠', '性价比', '高', '商店']"
18557,1.0,0.4587000012397766,"服务, 干净, 卫生, 房间, 特别, 热情, 温泉, 整洁, 喜欢, 入住","['房间', '很大', '温馨', '专车接送', '机', '入住', '一栋', '商圈', '商场', '女士', '服务', '感谢']"
18558,1.0,0.3831999897956848,"服务, 干净, 卫生, 房间, 特别, 热情, 温泉, 整洁, 喜欢, 入住","['很好', '体验', '服务', '人员', '热情', '主动', '位置', '机场', '转机', '首选', '入住', '退房', '效率', '高', '房间', '内部', '干净', '卫生', '推荐']"
18559,1.0,0.4544999897480011,"服务, 干净, 卫生, 房间, 特别, 热情, 温泉, 整洁, 喜欢, 入住","['很好', '设施', '设备', '新', '机场', '房间', '很大', '干净', '服务', '人员', '热情', '主动', '下次', '转机', '选择', '这家']"
18560,2.0,0.7287999987602234,"房间, 位置, 旧, 地理位置, 住, 设施, 机场, 早餐, 出行, 出差","['入住', '公寓', '环境优美', '地下', '停车场', '临近', '机场', '房间', '很大', '干净', '推荐']"
18561,6.0,0.391400009393692,"房间, 差, 服务态度, 入住, 疫情, 空调, 太, 期间, 点, 体验","['订', '两间房', '大床', '房', '床子', '超级', '细', '床', '一间', '房', '冰箱', '漏水', '一间', '房', '冰箱', '一间', '房', '空调', '坏', '热', '死', '距离', '融创', '乐园', '公里', '远']"
18562,6.0,0.49059998989105225,"房间, 差, 服务态度, 入住, 疫情, 空调, 太, 期间, 点, 体验","['房', '廳', '公寓式', '環境', '還', '不錯', '區', '裡面', '還']"
18563,1.0,0.4713999927043915,"服务, 干净, 卫生, 房间, 特别, 热情, 温泉, 整洁, 喜欢, 入住","['安静', '不错', '卫生', '做', '员工', '服务态度', '不错']"
18564,1.0,0.420199990272522,"服务, 干净, 卫生, 房间, 特别, 热情, 温泉, 整洁, 喜欢, 入住","['房间', '入住', '一栋', '楼', '房间', '很大', '干净', '办', '入住', '服务员', '热情', '办完', '入住', '送', '公寓', '告诉', '一栋', '楼', '第二天', '安排', '送机', '服务', '出差', '最佳', '选择']"
18565,0.0,0.8773000240325928,"服务, 房间, 升级, 入住, 免费, 早餐, 热情, 推荐, 满意, 不错","['朋友', '推荐', '服务员', '热情', '下次', '入住']"
18566,1.0,0.7856000065803528,"服务, 干净, 卫生, 房间, 特别, 热情, 温泉, 整洁, 喜欢, 入住","['服务', '卫生', '干净']"
18567,2.0,0.45570001006126404,"房间, 位置, 旧, 地理位置, 住, 设施, 机场, 早餐, 出行, 出差","['很好', '接机', '服务', '环境', '不错', '服务', '周到', '交通', '公寓', '吃饭', '地下', '停车场', '免费', '停', '天', '出差', '回来', '车', '接送', '服务', '推荐']"
18568,2.0,0.8036999702453613,"房间, 位置, 旧, 地理位置, 住, 设施, 机场, 早餐, 出行, 出差","['装修', '行', '早餐', '一般般', '缺点', '飞机', '起降', '声音', '整夜', '听', '睡眠', '不好', '选择']"
18569,0.0,0.8741999864578247,"服务, 房间, 升级, 入住, 免费, 早餐, 热情, 推荐, 满意, 不错","['孩子', '融创', '乐园', '玩', '选择', '入住', '入住', '公寓', '电瓶车', '接送', '服务员', '帮忙', '行李', '房间', '升级', '两房一厅', '很大', '适合', '一家人', '居住', '离融创', '几公里', '下次', '玩', '入住']"
18570,2.0,0.4101000130176544,"房间, 位置, 旧, 地理位置, 住, 设施, 机场, 早餐, 出行, 出差","['不错', '机场']"
18571,0.0,0.4471000134944916,"服务, 房间, 升级, 入住, 免费, 早餐, 热情, 推荐, 满意, 不错","['两房一厅', '阳台', '适合', '三口', '家', '本次', '送学', '成都', '满意', '下次', '再续']"
18572,0.0,0.1429000049829483,"服务, 房间, 升级, 入住, 免费, 早餐, 热情, 推荐, 满意, 不错",[]
18573,2.0,0.3465999960899353,"房间, 位置, 旧, 地理位置, 住, 设施, 机场, 早餐, 出行, 出差","['不错', '机场', '疫情', '期间', '专车接送', '哥哥', '小姐姐', '奈斯', '戴', '口罩', '不减', '热情', '房间', '面积', '很大', '公寓', '类型', '卫生', '干净', '房间内', '物品', '配备', '齐全', '惊喜']"
18574,3.0,0.5113000273704529,"住, 舒服, 房间, 感觉, 入住, 性价比, 下次, 太, 床, 高","['朋友', '出游', '入住', '公寓', '房间', '很好', '体验', '性价比', '高', '服务', '房间', '很大', '干净', '推荐']"
18575,3.0,0.42719998955726624,"住, 舒服, 房间, 感觉, 入住, 性价比, 下次, 太, 床, 高","['服务', '挺不错']"
18576,0.0,0.2937000095844269,"服务, 房间, 升级, 入住, 免费, 早餐, 热情, 推荐, 满意, 不错","['不错', '公寓', '房间', '设施', '设备齐全', '免费', '接送', '机', '服务', '服务', '人员', '热情周到', '推荐', '入住']"
18577,1.0,0.5817999839782715,"服务, 干净, 卫生, 房间, 特别, 热情, 温泉, 整洁, 喜欢, 入住","['房间', '不错', '干净', '卫生']"
18578,2.0,0.4869999885559082,"房间, 位置, 旧, 地理位置, 住, 设施, 机场, 早餐, 出行, 出差","['公寓式', '房间', '不错', '机场', '提供', '接送', '机', '服务']"
18579,0.0,0.7229999899864197,"服务, 房间, 升级, 入住, 免费, 早餐, 热情, 推荐, 满意, 不错","['服务', '热情', '免费', '接送', '机', '开发票', '房间', '很大', '卫生', '不错']"
18580,5.0,0.3889999985694885,"不错, 环境, 服务, 早餐, 位置, 交通, 设施, 房间, 性价比, 高","['服务', '房间', '不错', '专车接送', '机', '赶早', '班机', '早餐', '安排', '环境', '很好']"
18581,2.0,0.5074999928474426,"房间, 位置, 旧, 地理位置, 住, 设施, 机场, 早餐, 出行, 出差","['住', '公寓', '体验', '公寓', '园区', '管理', '小车', '接送', '机', '真的', '到位', '服务', '人员', '热情', '入住', '提前', '升级', '豪华', '房型', '性价比', '高']"
18582,6.0,0.4115000069141388,"房间, 差, 服务态度, 入住, 疫情, 空调, 太, 期间, 点, 体验","['先', '优点', '免费', '接送', '机', '晚上', '司机', '滴滴', '报销', '工作人员', '热情', '耐心', '回复', '项链', '小心', '掉', '进', '洗脸池', '管道', '里', '工作人员', '帮', '找回', '感谢', '理解', '疫情', '期间', '房间', '政府', '征用', '安排', '公寓楼', '里', '卫生', '差强人意', '沟通', '很快', '换', '房间', '免不了', '一点', '潮味', '早餐', '送到', '房间', '种类', '吃饱', '希望', '一点', '点', '水果', '更好']"
18583,5.0,0.5235000252723694,"不错, 环境, 服务, 早餐, 位置, 交通, 设施, 房间, 性价比, 高","['房间', '装修', '新', '价位', '性价比', '高', '房间', '公寓式', '一房一厅', '格局', '很大', '服务', '免费', '接送', '机', '环境', '推荐']"
18584,0.0,0.512499988079071,"服务, 房间, 升级, 入住, 免费, 早餐, 热情, 推荐, 满意, 不错","['赶早', '机', '住', '几次', '每次', '服务', '找', '工作人员', '热情', '解决']"
18585,0.0,0.1429000049829483,"服务, 房间, 升级, 入住, 免费, 早餐, 热情, 推荐, 满意, 不错",[]
18586,1.0,0.7138000130653381,"服务, 干净, 卫生, 房间, 特别, 热情, 温泉, 整洁, 喜欢, 入住","['服务', '接机']"
18587,2.0,0.4503999948501587,"房间, 位置, 旧, 地理位置, 住, 设施, 机场, 早餐, 出行, 出差","['服务', '早上', '巴士', '送', '机场']"
18588,0.0,0.43950000405311584,"服务, 房间, 升级, 入住, 免费, 早餐, 热情, 推荐, 满意, 不错","['房间', '不错', '服务', '人员', '满分', '体验', '地理位置', '赞', '接送', '服务', '非常适合', '转机', '朋友']"
18589,5.0,0.8284000158309937,"不错, 环境, 服务, 早餐, 位置, 交通, 设施, 房间, 性价比, 高","['环境', '设施', '不错', '服务']"
18590,1.0,0.7135000228881836,"服务, 干净, 卫生, 房间, 特别, 热情, 温泉, 整洁, 喜欢, 入住","['服务周到', '态度']"
18591,5.0,0.38519999384880066,"不错, 环境, 服务, 早餐, 位置, 交通, 设施, 房间, 性价比, 高","['公寓', '位于', '园区', '位置', '好找', '停车', '户型', '空间', '很大', '舒服', '感觉', '免费', '小车', '接送', '机场', '性价比', '高', '服务', '人员', '有求必应', '不错']"
18592,2.0,0.6376000046730042,"房间, 位置, 旧, 地理位置, 住, 设施, 机场, 早餐, 出行, 出差","['房间', '舒适', '免费', '接送', '机', '服务', '飞机', '打电话', '安排', '接机', '不错']"
18593,1.0,0.32760000228881836,"服务, 干净, 卫生, 房间, 特别, 热情, 温泉, 整洁, 喜欢, 入住","['司机', '服务', '热情周到', '下次', '转机', '性价比', '高', '包', '来回', '接送', '点', '赞']"
