酒店名称,评论日期,评论内容,入住房型
H34,2020-08-04,在网上看到的这家酒店，酒店设计风格很不错，大堂金碧辉煌，交通很便利，靠近告诉路口，酒店旁边是一个很大的湖，闹中取静，房间采光不错，一览无遗，酒店前台家欢服务很好，给我安排这么好的房间，感谢,馨雅阳台双床房
H34,2020-08-04,前台阿欢和阿民服务态度很好，酒店各方面都不错,高级套房
H34,2020-08-04,交通方便，地理位置优越，风景优美，喜欢的欧式建筑风格，坐在阳台泡一杯茶看着湖很舒服，带着小孩来玩的很开心，早餐丰富，停车免费,馨雅阳台双床房
H34,2020-08-04,整个入住过程很愉悦，前台享民服务热情礼貌，态度亲切，笑容好。设施齐全，环境整洁舒适，酒店位置方便，房间大，视野好，值得推荐,馨雅阳台双床房
H34,2020-08-04,整个入住过程很愉悦，前台享民和子潮服务热情礼貌，态度亲切，笑容好。设施齐全，环境整洁舒适，酒店位置方便,馨雅阳台双床房
H34,2020-08-05,在网上看了一番评论才选择这个酒店的，还好没有令我失望，除了舒适还是舒适，对酒店要求比较高，一定要安静，不喜欢住在市区内的酒店，一大早就会被车水马龙吵醒，这里还好，挺安静的，晚上去周边的商场吃了火锅，好好吃，哈哈哈,馨雅阳台双床房
H34,2020-08-05,住的很好，前台还帮忙延迟退房，酒店服务到位，设施齐全，比较满意的入住体验，处理问题及时，服务热情，前台啊民和家欢服务很好，非常满意的一次出行，下次还来,馨雅阳台双床房
H34,2020-08-05,**前台啊欢和啊民服务态度很好酒店各方面都很好,湖景安睡零压大床房
H34,2020-08-05,商务出差的首要选择，酒店有免费停车场，工作人员管理得很到位，服务很贴心，前台泽笑容不错，这家酒店开业挺久了，维护得还可以，下雨，没去外面用餐，在酒店的中餐厅点了菜，菜式还不错，挺好吃的，点的菜都合胃口，价格有一点点偏高，**的消费水平也不低,馨雅阳台双床房
H34,2020-08-05,第一次来是参加公司年度会议，这是第二次带家人过来，酒店给升级到了喜欢的房型，泳池是露天的，水质干净。酒店设计很人性化，高端大气有内涵，阳台风景很好，可以看到一大片湖，后面是一大片别墅，很漂亮。酒店的服务人员都很细心，面带微笑，让我真正感受到了五星的服务。,馨雅阳台双床房
H34,2020-08-05,非常好的酒店啦，入住没等我们说就主动说给我们升级啦，服务还不错，嘻嘻，去到房间听挺惊喜的，有个大阳台，不过看不到整个湖，房间还是蛮大的，设施都很齐全，下雨咧，不然可以去游泳，有点太冷了，凉飕飕的，下次来再去啰，不过下次不知道什么时候过来，哈哈哈,馨雅阳台双床房
H34,2020-08-05,住的很好，非常满意的一次出行，当地比较好的酒店呢，酒店很大，环境很好，房间也不错，适合一家大小过来入住，旅游景点多，离海边也不是很远,馨雅阳台双床房
H34,2020-08-06,环境优秀，位置在政府部门边，安静，升级了胡景房，够大，够用不错，推荐！,馨雅阳台双床房
H34,2020-08-06,上次来住过一次，这次是第二次来住了，很喜欢**的装修风格，虽然是入住敏感时间，不过酒店的消毒工作做的还是很到位的，工作人员服务态度都很好，热情有礼，房间干净豪华，设施齐全，在**来说算不错的了，推荐入住,馨雅阳台双床房
H34,2020-08-06,上次来住过一次，这次是第二次来住了，很喜欢**的装修风格，虽然是入住敏感时间，不过酒店的消毒工作做的还是很到位的，工作人员服务态度都很好，热情有礼，进房间看到送了一份水果，退房时还赠送了口罩，下次还来入住,馨雅阳台双床房
H34,2020-08-06,环境很好哦,馨雅阳台大床房
H34,2020-08-06,酒店服务人员态度很好，酒店房间的空间和布局都挺好的，但是房间和设施有点旧了，自助早餐的选择不是挺多！,湖景阳台双床房
H34,2020-08-07,酒店性价比高，服务很好，设施也比较完善，楼层有自助洗衣，很方便，而且只要9.9，价格很实惠，房间很整洁，卫生很好，晚上睡觉的时候很安静，酒店员工很有礼貌，很细心认真解决问题，非常不错的入住体验,馨雅阳台双床房
H34,2020-08-07,非常不错的酒店，推荐入住！！！尤其是前台接待阿泽，特别表扬一下，服务细致认真,馨雅阳台双床房
H34,2020-08-08,酒店很好，感谢前台泽哥免费给我升级房型，房间很好，环境优美，卫生干净，入住很满意，酒店很大，下次再来,童趣亲子阳台房
H34,2020-08-08,酒店环境很好，前台服务到位，感谢泽哥帮忙升级房型，下次再来,馨雅阳台大床房
H34,2020-08-08,前台服小玲和啊泽服务很好，给我升级了房型，酒店环境优美，景色好,馨雅阳台双床房
H34,2020-08-08,很干净，服务态度好,湖景阳台双床房
H34,2020-08-08,早餐不错！住房选择的是零压房，很安静、风景绝佳，居然还可以看到白色的水鸟在飞来飞去。稍微可惜的是游泳池的开放时间，如果清晨能够开放就好了，毕竟过来旅游，吃完晚饭已经没多少时间可以游泳了。**酒店永远是出游的第一选择。,湖景安睡零压双床房
H34,2020-08-08,酒店很不错，大堂很漂亮，卫生干净，交通便利前台的服务很赞，表扬彭天泽同志，服务很到位，下次还来，推荐入住,童趣亲子阳台房
H34,2020-08-09,环境非常好,馨雅阳台大床房
H34,2020-08-09,性价比挺好,湖景阳台大床房
H34,2020-08-09,前台彭天泽服务非常优秀,馨雅阳台双床房
H34,2020-08-09,环境真的很好,馨雅阳台双床房
H34,2020-08-09,有蟑螂，吓坏，前台服务态度还不错，给换了房间，送了水果，不过还是心惊惊了一晚上，害怕还会有蟑螂出没,湖景安睡零压大床房
H34,2020-08-09,在**的话，算是比较好的酒店，酒店有停车场，是露天的，如果有地下停车场就更好了，交通便利，房型住的比较舒服，性价比很高，有时前台还会给升级房型，这点不错，感谢小泽,馨雅阳台双床房
H34,2020-08-09,环境和卫生都不错，前台小泽服务热情，住了那么多酒店，，这家酒店的床很舒服，很喜欢这种床垫，貌似是什么零压床，睡的很舒服，各方面都非常好,馨雅阳台双床房
H34,2020-08-09,家人过来玩得很开心，去了闸坡玩，人好多，礼拜天的缘故，晚上回酒店这里住，房间还可以，挺大的，推荐入住,馨雅阳台双床房
H34,2020-08-09,表扬前台民和家欢，服务态度好，办理入住迅速，房间安排的很满意，下次还来,馨雅阳台双床房
H34,2020-08-09,卫生很好，五星级的服务，酒店服务员态度很好，一家人过来旅游，晚上看夜景挺不错，有食物需要急冻，前台还很热情的帮我们拿去冻库，感谢,馨雅阳台双床房
H34,2020-08-10,服务员的态度都很好彭哥很热情，房间里的设施都是简约型的，基本的配置都有，价位还可以接受，在**还算合理，这次和家人一起过来，住了几个晚上，都安排的很妥当，酒店周边的配套还ok，吃喝出行都方便,湖景安睡零压大床房
H34,2020-08-10,非常好的酒店，**酒店里算是不错的了，位置很好找，服务也很好，早餐丰富，适合带孩子一起。非常不错。,湖景安睡零压双床房
H34,2020-08-10,前台服务好，环境优美！,湖景阳台双床房
H34,2020-08-10,給的房间床垫软不舒服,湖景阳台双床房
H34,2020-08-10,停车场车位比较紧张,湖景阳台大床房
H34,2020-08-10,一切都很好，房间又大又干净，有停车场，家庭亲子情侣出游都合适,馨雅阳台双床房
H34,2020-08-10,价格便宜，环境不错，早餐种类多，周边吃的也多，床很舒服，高层视野开阔,馨雅阳台双床房
H34,2020-08-10,过来出差好多次，每次都是首选的酒店，真的很不错，前台服务也很好,馨雅阳台双床房
H34,2020-08-10,前台服务很好，游泳池很大，小玲服务很好，赞。,湖景阳台大床房
H34,2020-08-10,酒店在湖边，早晚可以在湖边散步，周围吃饭购物都方便，前台小彭比较热情，让人感觉很暖心，房间虽然不是很豪华，但基本的配置都有，早餐很丰富，在这里吃的安心，住的舒心,馨雅阳台双床房
H34,2020-08-10,一如既往的印象，五星级环境，早餐不错，离市区不远，晚餐一家三口走路两公里外吃海鲜，既可尝到正宗**海鲜又可漫步周边街景 ，来回散步几公里既可锻炼身体更可增减家庭亲情，体验一级棒,馨雅阳台双床房
H34,2020-08-10,裝修風格大方簡約，洗涑用品齊全，設備齊全，湖景房不錯，沒去到海邊，欣賞下江景也好，工作人員服務態度好，很有耐心，還要住兩天,馨雅阳台双床房
H34,2020-08-11,均升级了套房，房间大周围安静，很不错**旅游非常热门，当天多个酒店满房,馨雅阳台大床房
H34,2020-08-11,酒店前台服务员特别Nice，空调非常好??！睡的特别香！,馨雅阳台双床房
H34,2020-08-11,有点旧，但还算干净，早餐还算丰富，人很多,馨雅阳台双床房
H34,2020-08-12,前台工作人员服务态度好，酒店设备齐全，大堂给人很高端的感觉，西斯廷拱廊，有种小威尼斯的感觉，房间舒适干净，很喜欢,馨雅阳台双床房
H34,2020-08-12,挺好的，我是老住客了,馨雅阳台大床房
H34,2020-08-12,酒店非常干净，服务特别好，打扫清洁的阿姨很热情，服务很细心，房间设施齐全，酒店早餐非常丰富，服务态度很好，总之很满意，下次再来,馨雅阳台双床房
H34,2020-08-13,酒店附近交通方便，设施应有尽有，来住了几次，前台小姐姐很热情，跟我打招呼，推荐大家入住,馨雅阳台双床房
H34,2020-08-13,傍晚的夜色很美，一大片湖，雨过天晴，景色太美了，站在阳台欣赏了好一会，非常赏心悦目，再配上一壶茶，一首小曲，再美不过了,馨雅阳台双床房
H34,2020-08-13,床很舒服，昨晚睡的很好，很喜欢这家酒店，下次来还会选择,湖景阳台双床房
H34,2020-08-13,很满意，经常来入住，早餐很丰富，选择很多，**特色点心很好吃，不错很满意,湖景阳台双床房
H34,2020-08-13,好，很好，非常好，住的很满意，服务好，房间大，经常出差来住的，价格实惠，出差定点住房，继续入住，满意好评,馨雅阳台双床房
H34,2020-08-13,出差住房，对酒店各方面都满意，房间安排的很好，领导都很满意，服务优质，设备齐全，出差好选择，还会再来,湖景阳台双床房
H34,2020-08-13,和朋友一起过来的，大家住的都很满意，本来还想住多一天，有事临时改期了，酒店工作人员服务很好，添加了微信，退房了还回访住的满不满意，住的很满意，下次再来,湖景阳台双床房
H34,2020-08-13,设施陈旧，没有服务，差评。,馨雅阳台双床房
H34,2020-08-13,前台小姐姐服务态度好，很有耐心帮我们办理入住， 酒店设施齐全，环境好，地理位置优越，特别方便出入,湖景阳台双床房
H34,2020-08-14,住的很好，老客户，经常入住，推荐入住,馨雅阳台双床房
H34,2020-08-14,**酒店一如既往的服务好,湖景安睡零压双床房
H34,2020-08-14,停车场挺大，只是没有地下的,馨雅阳台双床房
H34,2020-08-15,不错，可以,湖景安睡零压大床房
H34,2020-08-16,房间很好，风景好，就是早餐不啥地，贵。,湖景阳台双床房
H34,2020-08-16,各方面不错，早餐比较丰富。,湖景安睡零压大床房
H34,2020-08-16,酒店最大的特色是湖景不错，安静！酒店早餐还算正常,湖景安睡零压双床房
H34,2020-08-17,给老人家订的房间，老人睡得很香，对着湖景，风景美丽。,馨雅阳台双床房
H34,2020-08-17,酒店免费帮我升级到亲子房，环境太优美了，我11岁的儿子因环境实在优美，居然偷偷设置了闹钟，5:00拉着我起床一起看日出。。。,馨雅阳台双床房
H34,2020-08-17,酒店外观漂亮，房间中规中矩，设施相对比较老旧，周边配套有点跟不上节奏，不过还是适合小朋友玩一下的。湖景漂亮，服务态度非常好，值得表扬！,童趣亲子阳台房
H34,2020-08-18,值得拥有推荐,湖景安睡零压双床房
H34,2020-08-19,停车场车位挺充足的，不过是露天的，前台小姐姐也很热情有礼貌，提前打电话问我几点到，酒店风景不错，房间挺干净滴，洗漱用品用着还可以，总的来说都很不错,湖景安睡零压大床房
H34,2020-08-19,地理位置有点偏，外面的商铺关了不少，酒店内部还是可以的，高端大气一贯的风格楼下有个小湖，可走走遛遛湖边,馨雅阳台大床房
H34,2020-08-19,空气不错，卫生也挺好的，干净整洁。服务很好，在走廊遇到工作人员都有打招呼，不愧是当地著名五星级酒店，第一次入住很满意，听说这家店有些历史了，但也不失它的华丽，还是那么的金碧辉煌，既奢侈也优雅，是我喜欢的风格。对于爱拍照的女人，第一时间就是先拍照分享。房间还免费升级了零压房，睡眠质量不怎么好的我，洗完澡躺床上觉得好舒服，真的一夜好眠。最重要还是性价比高，推荐推荐推荐,馨雅阳台双床房
H34,2020-08-20,看了点评才来的，免费升级了豪华房，五星街酒店??一进来就是奢华高尚，第一次住有泳池，有篮球场，可以健身，旁边还有个广场，吃完饭可以去散步，楼下有商业街，不远处就有大商场，就连汽车站都挨着酒店，对于不想开车出行的朋友再适合不过了，很不错的一次旅行。,馨雅阳台双床房
H34,2020-08-20,喜欢这种一体式的酒店，有中餐西餐KTV，还提供免费游泳，水温刚好很干净，性价比很高。酒店地理位置很好，在房间就能看到这么美丽的风景。服务员都很热情，免费升级了房型，还帮忙送行李到房间。重点是房间卫生干净整洁，空气清新。值得推荐，必须满分。??????,馨雅阳台双床房
H34,2020-08-21,位置不错，去周边都很方便！早餐也还可以，选择比较多！不过酒店有点旧了，如果可以翻新一下就更好了！早上住湖景房有机会看到白鹭，还好！,馨雅阳台大床房
H34,2020-08-21,在这里住的第三天，酒店干净整洁，服务到位，对自助早餐比较满意，种类多，而且有**特色小食，比如猪肠碌，比较满意。帮我升级了豪华大套房，房间复式的，令人满意,湖景安睡零压大床房
H34,2020-08-21,五星级酒店住的就是服务，给人宾至如归的感觉，还要谢谢李子潮先生，入住和退房都帮忙搬行李，辛苦了，谢谢！早餐是自助餐，想吃什么就吃什么，开心的一天从早餐开始。每次都选这里其实也是地理位置好，停车场???车位多。这次没开车过来，高铁过来也很近，去海陵岛直接在隔壁汽车站，打十几块钱的车就能到。最喜欢出行方便的地方啦。,馨雅阳台双床房
H34,2020-08-21,虽然是老式五星级酒店，但环境还是比较舒适的，非常感谢总台接待的小帅哥，服务态度非常之好，有机会还会去住的！,馨雅阳台大床房
H34,2020-08-21,设施比较老旧，服务还可以,湖景阳台双床房
H34,2020-08-21,预计到店前会主动打电话确认，在酒店需要帮助时，马上都有人回应，房间安排的非常好，很安静，一个人刚刚好，酒店外观看起来有一些年代了，内部保养的还可以，服务态度很多，但是酒店车位不是很多哈，基本都是还算满意的,馨雅阳台双床房
H34,2020-08-21,过来这边开会，地理位置不错，跟着导航走，很容易就找到了，服务台很快就办理好了手续，进到房间，估计是窗户关着，有点闷，开了一会空调好很多了，房间基本上算比较干净，房间空调也够冷，还可以，,馨雅阳台双床房
H34,2020-08-22,该有的都有，价格实惠，不用去海边也能看到这么美的景，房间重新装修过，看起来比较新，卫生干净，晚上在阳台吹风很舒服，入住首选！,馨雅阳台双床房
H34,2020-08-22,这个酒店了现在已经成为我的老地方了，没办法，这里交通方便，卫生干净，房间选择也比较多，而且价格比较便宜，还给我升级，很忠实的老客户了，被子枕头什么的都很干净，之前也在华邑住过，不过房间没有这么大，房间也没有阳台，抽烟很不方便。而且这个酒店住的是真的舒服，床和枕头睡的也很舒服，洗衣叫餐的都很方便,湖景安睡零压大床房
H34,2020-08-22,服务用心，欧式宫廷建筑高大上，外景也很好看，早餐很多东西吃。自助餐来的，能吃到各种各样的餐点，停车位充足，房间免费升级豪华房，隔音好空气好，床还好舒服。还有浴缸和按摩椅。性价比好高的酒店，值得推荐。,馨雅阳台双床房
H34,2020-08-22,前台服务很好，感谢天泽帮我延迟退房，下次再来,湖景阳台大床房
H34,2020-08-22,靠着自己的直觉找到了酒店，哈哈，到了大堂，服务员算是热情，给我免费升级，十分感谢。我对酒店的要求不高，只要卫生做到位，看着干净舒服就可以了，空气很清新，还能看到美丽的江景，下次还会来住,馨雅阳台双床房
H34,2020-08-23,**城区特别棒的酒店，湖景房间阳台上可以看到整个湖面！对面是**别墅区，环境非常好！楼下有游泳池，适合游泳爱好者。酒店早餐丰富，口味很好！,湖景阳台双床房
H34,2020-08-23,早餐挺丰富的 好像是可以加床,湖景安睡零压大床房
H34,2020-08-23,服务态度非常好 很亲切 还有水果拼盘送 早餐也很多样 不错,馨雅阳台双床房
H34,2020-08-23,Emma分享使人快乐^^这家酒店服务、环境、卫生、吃喝玩乐样样优选，不过最让我心动的还是他家的自助餐，不止有我爱吃的甜点，还有吃不完的海鲜，还有很多各种各样的餐品，重点是性价比最高，超级满足,湖景安睡零压大床房
H34,2020-08-24,酒店还算不错,馨雅阳台双床房
H34,2020-08-24,无意间发现了酒店的后花园，拍了几张美照发朋友圈，回忆起在酒店的点点滴滴，觉得入住感受挺好的，也过来分享一下，其它都很好。,湖景安睡零压大床房
H34,2020-08-24,**好的酒店貌似不多，**算不错。订的亲子房，够大，不过毕竟年份已久，酒店还是旧了。睡觉还是比较安静的，隔音不错。早餐过的去吧，不能说很好，也还可以。整体服务态度还不错。吐槽两个地方，一是游泳池竟然外包的，对外开放，更衣室一股味道，卫生太差，实在失望；二是所谓的健身房，如下图，就是走廊里摆了这两件器械，关键还是在客房门口，满怀期待去健身，去到直接晕倒，这这这太无语，也是让我惊呆的地方，不知道**怎么想到的哈。希望改进吧，不要砸了**的牌子。,童趣亲子阳台房
H34,2020-08-25,服务很用心呀，过来出差，晚上八点多还没吃晚饭，想找个地方吃饭，但是又不想开车，不想走太远，小姐姐给介绍去附近的店，发定位怕我看不懂，还带我到门口很细致的指引了路线。还很细致的说有什么吃的玩的。酒店早餐很丰富。早上起来空气很好。,馨雅阳台双床房
H34,2020-08-25,这天气去海边太热太晒了，在酒店睡到自然醒，楼下西餐厅吃个早饭，在房间看看湖景，到下午三点多去泳池游一下水，刚刚好酒店把太阳挡住了，一点都不怕晒到。游完水吃完饭，到旁边的燕山湖公园散散步，悠哉美哉！酒店前台阿民服务态度好，清静的环境配上些舒情的音乐??不比去海边度假差到哪里去。,馨雅阳台双床房
H34,2020-08-25,早餐还可以的。,湖景阳台双床房
H34,2020-08-25,每次来都住**，干净安静服务好,馨雅阳台大床房
H34,2020-08-25,服务很好，前台小姑娘很热情，一直帮忙送行李到房间，路上很耐心的介绍酒店的特点。房间本来送了两瓶赠饮喝完了，打电话和前台说了，又送了两瓶赠饮，这一点很值得赞扬。酒店虽然有点历史，其实里面还挺好的，花住三星级的钱，来住五星级的房，很好的了。,馨雅阳台双床房
H34,2020-08-25,住了那么多酒店，第一次体会到服务这么好的酒店，车停下立刻帮忙开门，帮忙拿行李，办理入住的时候前台阿民说已经帮忙升级，房间还提前帮忙开了空调，大热天的回到房间就凉凉的，很贴心，还给小朋友送了礼物，小朋友很开心。早餐因为是自助餐，小朋友也吃了很多，这一点挺满意的，值得推荐的一家店。,馨雅阳台双床房
H34,2020-08-25,很好很好很厚好！,馨雅阳台双床房
H34,2020-08-25,我不明白为什么那么多人给5分的评价，但我真的觉得这个打着5星牌子的酒店连个3星半都算多的。先说两个非常好的地方：1 服务 服务员基本上随叫随到2 景观 如果选的湖景房，景观还是不错其实前台服务员都会尽量安排好景观的房间给客人然后，槽点来了1 酒店的中央空调制冷很慢，导致不少房间就没有中央空调，只有立式空调。我们强烈要求要有中央空调的房间，服务员马上给我们换了，一进门一股热气，空调是关的，空调制冷要半个小时之后才慢慢凉爽下来我就不明白**领导是怎么想的，打着五星级酒店还在省空调电费吗？完全可以接到预订先预冷客服啊2 我晚上被蚊子咬醒了，跟前台说电蚊器不亮灯怎么回事，他们马上过来拿了新的，告诉我要按一下上面的按钮，我才发现是我自己没搞会怎么用。感谢服务员的耐心，但是第二天早晨我发现，小窗户的纱窗竟然是开的！我们天黑才入住，开了一晚上窗不进蚊子才怪拜托酒店的管理人员能不能注意一下细节3早餐： 品种是挺多，但是，基本上就是碳水化合物大聚会，橙汁跟水没多大区别，基本上，总之，吃的东西不少，但没一个够五星标准所以，我认为您应该别打着五星招牌，这样太让人失望了,湖景阳台双床房
H34,2020-08-25,给过来旅游的朋友订的，朋友一直说这酒店服务很好，说这酒店这么豪华一定很贵吧，其实是我先到酒店看过房间，然后前台小姐姐帮忙免费升级了，哈哈??非常感谢！五星级酒店还是挺适合用来接待的，性价比还是挺高的，以后接待朋友还是选你们家。,馨雅阳台双床房
H34,2020-08-26,早餐挺好的，服务很到位，停车场很大，地理位置优质，出入很方便。,馨雅阳台双床房
H34,2020-08-26,卫生特别干净，感觉特别好，一点潮湿味道都没有，房间空间够大，位置也不错，是我很喜欢的零压房，睡的很舒适,馨雅阳台双床房
H34,2020-08-26,住在这里感觉各方面还挺方便的，周围有公园有商场，房间比较大也很舒服，早餐可以提供自助餐选择较多，早餐味道也不错，下次还来,馨雅阳台双床房
H34,2020-08-26,酒店环境优美，泳池人多了点,湖景安睡零压大床房
H34,2020-08-27,酒店漂亮，环境好。早餐好。,馨雅阳台双床房
H35,2020-01-01,酒店装修非常好,希岸高级大床房
H35,2020-01-03,位置好，有停车场,希岸豪华双床房
H35,2020-01-03,干净整洁，舒服,希岸豪华双床房
H35,2020-01-03,干净舒适，宽敞,希岸豪华双床房
H35,2020-01-04,半年前住过，今天再来，感觉设施老旧了很多，希望再积极维护一下，这么好的地方不想越来越差,希岸高级大床房
H35,2020-01-05,因为是新的，所以还可以，就是小了点,希岸高级大床房
H35,2020-01-05,环境不错哦,希岸高级大床房
H35,2020-01-05,干净卫生，交通便,希岸高级大床房
H35,2020-01-06,前台服务很好，卫生很干净，床很大很舒服，电视够大看电影最合适不过了，每次过来都住这里，值得推荐，好好好，非常满意,希岸高级大床房
H35,2020-01-06,维权到底！希岸河源第一喷泉店，以“关注女性”为理念的一个品牌酒店！当然我现在要打上一个双引号甚至是问号！从我踏进这间对女性“关怀满满”的酒店那一刻起，当我看到ceo公众号发出的蓝丝带关注女性在外遇险话题的时候，当我跟朋友分享酒店理念及装修如何让我惊喜的时候，想的是我后面会得到怎样让人愉悦的服务，但从来没有想过今天居然是因为抱着无可奈何到气愤的一个态度以及面部毁容和维权艰难的状态来写下这条评论！2019年12月30号，我和朋友驱车前往河源探望刚出月子的朋友，晚上20:29分入住希岸河源酒店第一喷泉店，因为酒店是我选的，我一直还跟朋友谈及这酒店如何地与众不同，关爱女性，现在看来十分讽刺。当天晚上，我与朋友在酒店因地滑摔倒，她的脑部因磕到大理石台上，造成2.5cm伤口，我的脸部也同时磕到，导致眉骨2.5cm以上伤口。摔倒的当下，我们手足无措，因为不停的流血和意识开始模糊，还有朋友可能是摔倒脑部开始抽搐，我第一时间想到的是先给酒店打电话，看看他们有没有什么应急处理。如果说前面我对这间酒店还有什么好感的话，接下来发生的一系列处理和至今为止的沟通就是让我气愤得好感全无甚至写下这篇的原因！1、 事故发生后，座机打通了前台的电话，此时我们还在流血跟害怕的状态，我当时并不是想扯什么，只想第一时间得到救援，因为我不知道朋友的伤势，我很害怕！前台男性服务员在得知了我们头破血流后，问我，几号房！！我说，我用座机拨打的，你没有显示吗？因为当下实在是一时记不起四个数字的房号了。前台表示不知道，你要告诉我房号，几番纠缠，我只能满脸血打开门出去看我们的房号！得知之后，酒店派了一个男生上来，从进来到我们被120接走，他站的离我们很远，没有一个酒店方的人查看过我们的伤势，然后他不知道如何处理。我实在是着急，一边叫着我的朋友担心其晕倒不省人事，一边问他，你们酒店没有任何应急事故处理机制吗？他表示！没有，也不知道怎么处理。我说有没有司机先把我们送到医院好不好，他依然表示没有，我说叫你们负责人出来处理可以吗，也是不知道怎么回答我。最后无奈，我说你可以帮我们打120吗？他打了120，这个过程中我们就一直在流血，酒店的床单都是血，我质问，你不怕我们死在这吗？为什么一点措施都没有？他依然是在远处看着我们，没有任何急救措施，这么大一个酒店，发生了安全事故，是没有急救措施的，房客的人身安全是得不到保障的！也就是今天，换成任何其他人受伤甚至流血过多，你也只能在那里等着，整个酒店没有任何可以保障你安全的机制！120来了之后，我们跟着医生走，还是我问了，你们酒店就没有一个人跟我们去吗？然后那个男生说他换个衣服跟我们一起去。后面男生也和经理反映当下担心我们是骗子，这一点在我们与姓叶的经理沟通过程中他有承认，我们也有录音证据。多可怕啊！我想都不敢想，假如是更大的伤情，这么大的酒店，从拨通前台到120到，没有任何一点措施，哪怕询问安抚止血包扎等等，入住了酒店，这不是酒店应尽的义务之一吗？我们不是达成了合同关系的吗？所以酒店的安全明显是不过关的，想想就后怕！2、 在医院的一切治疗都有一个前台陪同，至于她是前台是我询问出来的（后来得知是前台经理，这也是他们后来所谓的派了管理层陪同治疗），当然我很感谢她陪同我们检查，这一点不否认。但是我绝不认同酒店方说的他们已经做足了所有能做的！我脸部缝了四针，朋友头部两针，运营经理直到我们缝完针做完所有检查准备回去之后出现了，然后我们一起打车回去。3、 第二天在打完了破伤风之后我们回到酒店进行沟通，该男性经理与我们沟通，因为亲身经历的这一切，首先，我们承认摔倒我们需要负一定的责任，因为我们是成年人，但是酒店方敢说自己没有责任吗？我认为第一酒店安全措施不足，淋浴房无安全提示，房外无放置防滑垫，拖鞋只有一双一次性拖鞋，沾了水之后防滑不足，酒店大理石洗浴台无任何防撞措施，导致滑倒受伤 ，不符合公共场所安全标准，酒店没有尽到安全保障义务（这些现场都有视频及照片取证），第二整个酒店没有任何事故应急措施，包括员工的事故处理培训都属于应急机制中的一项，客户在酒店内万一受伤是没有任何保障的，但是该男性经理在后续的沟通中辩称他们是有应急措施的，我至今没感受到，连员工基本培训都没有！为什么可以睁眼说瞎话？第三，在发生事故的24小时内，我们没有得到一句安慰的话，哪怕老板与我们通个电话了解一下伤情也没有，没有看过任何伤情的情况下，打算给我们一千元让我们离开，这叫负责？这叫沟通处理问题？酒店方是完全不重视这件事情的，换句话说，也许这间关注女性安全的酒店认为我们两个女性的血不过是一件小事，还没他们忙其他事重要，事情过去到现在，包括我委托了律师进行沟通，也是一句老板忙，没时间跟我们沟通搪塞。所以没错，他们敢，他们敢说他们没有责任！他们就是这么跟我们甚至跟我们的律师表示的，他们没有责任。4、 当时最气愤的情况是，在确认酒店存在责任的情况下，咨询了后续伤疤处理（因为是面部四针，涉及伤疤处理），我们提出了赔偿金额，当然我们想的是希望可以后续沟通，金额是可以协商的，经理来说了一句，老板不承认他们这边是有责任的，可以给我们一千元！要不就去走法律程序！在明显没有安全标准和尽到安全义务的情况下，即使我们个人需要承担一半的责任，但酒店也不可能是完全没责任的吧？我不停地反问自己。酒店一句无责任让身在他乡的我们真的十分难过，至此，我所有的维权已经不是在赔偿金额方面了，我希望哪怕看到他们的一个处理态度，承认他们责任所在，再合理赔偿我们，但是没有！我们委托了律师，提交了证据，发了律师函，直到刚刚他们仍在推诿，经理表示他是中间人，不好做主，也不承认酒店责任，至今律师没有见到老板的面，答应了见面又取消，每次都是说他们忙！至于对方的顾问律师则以他没有接到要处理这件事的通知来回应我的律师，我不知道这家企业在面对所有的事故处理的时候是否都是这样的踢皮球？什么人文关怀什么关注女性，你们哪怕有一丝丝愿意处理的态度，都会愿意提出酒店方的解决方案，但是没有！我至今没有看到一丝解决态度的表露，律师跟我们说，至此，我们已经尽力了，如果你们采取不理或者踢皮球的态度，我们是没办法沟通的，可能你们就是觉得我们不会起诉吧？很无奈，但是要走到最后一步，我们也没办法了。在这里，我们不是你们所谓的女神，而是被你们看作纠缠不清的骗子罢了，内心再一次对这种道貌岸然的企业表示难过无奈！所以，接下来，你们不愿意处理也没关系，我们和我们的律师已经尽了最后一丝努力去主动与你们沟通，既然无果，我们也不需要低姿态去求你们沟通，一切交给法律吧！5、 最后，只有一句话，没有女生会用脸部四针的毁容伤口和头部未知轻重可能丧命的砸伤去讹你们的钱，你们爱怎么认为我们无力，看看你们的电梯，你们的招牌，你们的品牌理念，你们的提示，女性安全？女神？不觉得十分讽刺吗？戴着保护女性面具下对于房客受伤纠纷的真实处理态度何其讽刺。既然我入住了酒店，我们就有事实合同的关系在，你们有没有履行你们对房客的安全义务你们自己清楚，律师也表示酒店是构成了人身侵权的，他们依然采取不解决的态度！这是我第一次面对这种纠纷维权，我不会退步，就冲你们酒店这种服务业所谓的”服务态度“，我也会维权到底，要个答案！之后所有的法律结果和我在这酒店经历的一切我也会在网上做详细的事实的陈述，希望大家出门在外，一切小心！,希岸女神大床房
H35,2020-01-06,卫生环境优雅,希岸豪华大床房
H35,2020-01-08,不错的。好找。 房间也不错床舒服,希岸高级大床房
H35,2020-01-08,不错不错不错,希岸高级大床房
H35,2020-01-09,卫生环境不错,希岸高级大床房
H35,2020-01-09,还行，空间挺可以，这个价格还行,希岸豪华双床房
